Ticker,Company
ZBIO,
ZBRA,
ZCMD,
ZD,
ZENA,
ZENV,
ZEO,
ZEOWW,
ZEUS,
ZG,
ZIMV,
ZION,
ZIONP,
ZIPP,
ZJK,
ZKIN,
ZLAB,
ZM,Zoom Video Communications
ZNB,
ZNTL,
ZOOZ,
ZOOZW,
ZS,Zscaler Inc.
ZSPC,
ZTEK,
ZTEN,
ZTOP,
ZTRE,
ZTWO,
ZUMZ,
ZURA,
ZVRA,
ZYBT,
ZYME,
ZYXI,
ZZZ,
ORCL,Oracle Corporation
CRM,Salesforce Inc.
UBER,Uber Technologies
SNAP,Snap Inc.
TWTR,Twitter Inc.
SPOT,Spotify Technology
SQ,Block Inc. (Square)
RBLX,Roblox Corporation
PINS,Pinterest Inc.
ZOOM,Zoom Video Communications
SNOW,Snowflake Inc.
NET,Cloudflare Inc.
IBM,IBM Corporation
HPQ,HP Inc.
DELL,Dell Technologies
NOW,ServiceNow Inc.
JPM,JPMorgan Chase
BAC,Bank of America
WFC,Wells Fargo
GS,Goldman Sachs
MS,Morgan Stanley
C,Citigroup Inc.
AXP,American Express
V,Visa Inc.
MA,Mastercard Inc.
BRK-B,Berkshire Hathaway
BLK,BlackRock Inc.
SCHW,Charles Schwab
COF,Capital One Financial
JNJ,Johnson & Johnson
PFE,Pfizer Inc.
ABBV,AbbVie Inc.
MRK,Merck & Co.
BMY,Bristol-Myers Squibb
LLY,Eli Lilly and Company
UNH,UnitedHealth Group
CVS,CVS Health
ABC,AmerisourceBergen
WMT,Walmart Inc.
TGT,Target Corporation
HD,Home Depot
LOW,Lowe's Companies
MCD,McDonald's Corporation
NKE,Nike Inc.
DIS,The Walt Disney Company
KO,Coca-Cola Company
PG,Procter & Gamble
CL,Colgate-Palmolive
GIS,General Mills
K,Kellogg Company
HSY,Hershey Company
XOM,ExxonMobil Corporation
CVX,Chevron Corporation
COP,ConocoPhillips
BP,BP plc
SHEL,Shell plc
BA,Boeing Company
LMT,Lockheed Martin
GE,General Electric
MMM,3M Company
CAT,Caterpillar Inc.
DE,Deere & Company
RTX,Raytheon Technologies
F,Ford Motor Company
GM,General Motors
SPY,SPDR S&P 500 ETF
DIA,SPDR Dow Jones ETF
IWM,iShares Russell 2000 ETF
VTI,Vanguard Total Stock Market ETF
VOO,Vanguard S&P 500 ETF
GLD,SPDR Gold Shares ETF
SLV,iShares Silver Trust ETF
XLF,Financial Select Sector SPDR
XLK,Technology Select Sector SPDR
XLE,Energy Select Sector SPDR
ARKK,ARK Innovation ETF
ARKG,ARK Genomic Revolution ETF
BAJFINANCE.NS,Bajaj Finance
WIPRO.NS,Wipro Limited
HCLTECH.NS,HCL Technologies
ASIANPAINT.NS,Asian Paints
MARUTI.NS,Maruti Suzuki
TATAMOTORS.NS,Tata Motors
TATASTEEL.NS,Tata Steel
ADANIENT.NS,Adani Enterprises
ADANIPORTS.NS,Adani Ports
KOTAKBANK.NS,Kotak Mahindra Bank
AXISBANK.NS,Axis Bank
SUNPHARMA.NS,Sun Pharmaceutical
DRREDDY.NS,Dr. Reddy's Laboratories
CIPLA.NS,Cipla Limited
ONGC.NS,Oil and Natural Gas Corp
POWERGRID.NS,Power Grid Corporation
NTPC.NS,NTPC Limited
COALINDIA.NS,Coal India
JSWSTEEL.NS,JSW Steel
HINDALCO.NS,Hindalco Industries
ULTRACEMCO.NS,UltraTech Cement
TITAN.NS,Titan Company
NESTLEIND.NS,Nestle India
BAJAJFINSV.NS,Bajaj Finserv
TECHM.NS,Tech Mahindra
DIVISLAB.NS,Divi's Laboratories
GRASIM.NS,Grasim Industries
INDUSINDBK.NS,IndusInd Bank
HEROMOTOCO.NS,Hero MotoCorp
EICHERMOT.NS,Eicher Motors
BPCL.NS,Bharat Petroleum
TATACONSUM.NS,Tata Consumer Products
APOLLOHOSP.NS,Apollo Hospitals
PIDILITIND.NS,Pidilite Industries
MUTHOOTFIN.NS,Muthoot Finance
NIFTY50.NS,Nifty 50 Index
TSM,Taiwan Semiconductor
BABA,Alibaba Group
NIO,NIO Inc.
SONY,Sony Group Corporation
TM,Toyota Motor Corporation
HMC,Honda Motor Company
SAP,SAP SE
NSRGY,Nestle SA
BCS,Barclays PLC
RY,Royal Bank of Canada
TD,Toronto-Dominion Bank
